id,name,year,time,vmax,mslp
AL252020,GAMMA,2020,2020-10-06T06:00:00,30,1005
AL252020,GAMMA,2020,2020-10-06T12:00:00,25,1007
AL262020,DELTA,2020,2020-10-04T18:00:00,30,1006
AL262020,DELTA,2020,2020-10-05T00:00:00,30,1006
AL262020,DELTA,2020,2020-10-05T06:00:00,30,1006
AL262020,DELTA,2020,2020-10-05T12:00:00,40,1004
AL262020,DELTA,2020,2020-10-05T18:00:00,55,985
AL262020,DELTA,2020,2020-10-06T00:00:00,65,980
AL262020,DELTA,2020,2020-10-06T06:00:00,75,973
AL262020,DELTA,2020,2020-10-06T12:00:00,100,959
AL262020,DELTA,2020,2020-10-06T18:00:00,120,953
AL262020,DELTA,2020,2020-10-07T00:00:00,100,962
AL262020,DELTA,2020,2020-10-07T06:00:00,90,968
AL262020,DELTA,2020,2020-10-07T10:30:00,90,971
AL262020,DELTA,2020,2020-10-07T12:00:00,85,973
AL262020,DELTA,2020,2020-10-07T18:00:00,75,978
AL262020,DELTA,2020,2020-10-08T00:00:00,80,973
AL262020,DELTA,2020,2020-10-08T06:00:00,85,973
AL262020,DELTA,2020,2020-10-08T12:00:00,90,969
AL262020,DELTA,2020,2020-10-08T18:00:00,100,960
AL262020,DELTA,2020,2020-10-09T00:00:00,105,953
AL262020,DELTA,2020,2020-10-09T06:00:00,105,953
AL262020,DELTA,2020,2020-10-09T12:00:00,100,958
AL262020,DELTA,2020,2020-10-09T18:00:00,90,966
AL262020,DELTA,2020,2020-10-09T23:00:00,85,970
AL262020,DELTA,2020,2020-10-10T00:00:00,75,971
AL262020,DELTA,2020,2020-10-10T06:00:00,50,985
AL262020,DELTA,2020,2020-10-10T12:00:00,35,993
AL262020,DELTA,2020,2020-10-10T18:00:00,25,998
AL262020,DELTA,2020,2020-10-11T00:00:00,25,1002
AL262020,DELTA,2020,2020-10-11T06:00:00,25,1004
AL262020,DELTA,2020,2020-10-11T12:00:00,20,1005
AL262020,DELTA,2020,2020-10-11T18:00:00,20,1007
AL282020,ZETA,2020,2020-10-24T12:00:00,25,1007
AL282020,ZETA,2020,2020-10-24T18:00:00,30,1006
AL282020,ZETA,2020,2020-10-25T00:00:00,35,1005
AL282020,ZETA,2020,2020-10-25T06:00:00,40,1004
AL282020,ZETA,2020,2020-10-25T12:00:00,45,1003
AL282020,ZETA,2020,2020-10-25T18:00:00,50,1000
AL282020,ZETA,2020,2020-10-26T00:00:00,55,996
AL282020,ZETA,2020,2020-10-26T06:00:00,65,993
AL282020,ZETA,2020,2020-10-26T12:00:00,65,990
AL282020,ZETA,2020,2020-10-26T18:00:00,70,984
AL282020,ZETA,2020,2020-10-27T00:00:00,70,980
AL282020,ZETA,2020,2020-10-27T03:55:00,75,977
AL282020,ZETA,2020,2020-10-27T06:00:00,65,981
AL282020,ZETA,2020,2020-10-27T12:00:00,60,985
AL282020,ZETA,2020,2020-10-27T18:00:00,55,988
AL282020,ZETA,2020,2020-10-28T00:00:00,55,990
AL282020,ZETA,2020,2020-10-28T06:00:00,65,984
AL282020,ZETA,2020,2020-10-28T12:00:00,80,978
AL282020,ZETA,2020,2020-10-28T18:00:00,95,973
AL282020,ZETA,2020,2020-10-28T21:00:00,100,970
AL282020,ZETA,2020,2020-10-29T00:00:00,85,973
AL282020,ZETA,2020,2020-10-29T06:00:00,60,986
AL282020,ZETA,2020,2020-10-29T12:00:00,45,990
AL282020,ZETA,2020,2020-10-29T18:00:00,45,992
AL282020,ZETA,2020,2020-10-30T00:00:00,45,993
AL292020,ETA,2020,2020-10-31T18:00:00,30,1006
AL292020,ETA,2020,2020-11-01T00:00:00,35,1005
AL292020,ETA,2020,2020-11-01T06:00:00,35,1005
AL292020,ETA,2020,2020-11-01T12:00:00,40,1002
AL292020,ETA,2020,2020-11-01T18:00:00,50,992
AL292020,ETA,2020,2020-11-02T00:00:00,60,988
AL292020,ETA,2020,2020-11-02T06:00:00,70,982
AL292020,ETA,2020,2020-11-02T12:00:00,90,972
AL292020,ETA,2020,2020-11-02T18:00:00,115,948
AL292020,ETA,2020,2020-11-03T00:00:00,130,929
AL292020,ETA,2020,2020-11-03T06:00:00,130,922
AL292020,ETA,2020,2020-11-03T12:00:00,125,936
AL292020,ETA,2020,2020-11-03T18:00:00,120,940
AL292020,ETA,2020,2020-11-03T21:00:00,120,940
AL292020,ETA,2020,2020-11-04T00:00:00,95,965
AL292020,ETA,2020,2020-11-04T06:00:00,70,980
AL292020,ETA,2020,2020-11-04T12:00:00,50,993
AL292020,ETA,2020,2020-11-04T18:00:00,40,998
AL292020,ETA,2020,2020-11-05T00:00:00,30,1002
AL292020,ETA,2020,2020-11-05T06:00:00,25,1006
AL292020,ETA,2020,2020-11-05T12:00:00,25,1005
AL292020,ETA,2020,2020-11-05T18:00:00,30,1005
AL292020,ETA,2020,2020-11-06T00:00:00,30,1004
AL292020,ETA,2020,2020-11-06T06:00:00,30,1004
AL292020,ETA,2020,2020-11-06T12:00:00,30,1004
AL292020,ETA,2020,2020-11-06T18:00:00,30,1004
AL292020,ETA,2020,2020-11-07T00:00:00,30,1002
AL292020,ETA,2020,2020-11-07T06:00:00,35,1001
AL292020,ETA,2020,2020-11-07T12:00:00,45,997
AL292020,ETA,2020,2020-11-07T18:00:00,55,994
AL292020,ETA,2020,2020-11-08T00:00:00,55,991
AL292020,ETA,2020,2020-11-08T06:00:00,55,991
AL292020,ETA,2020,2020-11-08T08:55:00,55,991
AL292020,ETA,2020,2020-11-08T12:00:00,50,993
AL292020,ETA,2020,2020-11-08T18:00:00,55,993
AL292020,ETA,2020,2020-11-09T00:00:00,55,993
AL292020,ETA,2020,2020-11-09T04:00:00,55,993
AL292020,ETA,2020,2020-11-09T06:00:00,55,992
AL292020,ETA,2020,2020-11-09T12:00:00,50,992
AL292020,ETA,2020,2020-11-09T18:00:00,45,995
AL292020,ETA,2020,2020-11-10T00:00:00,45,995
AL292020,ETA,2020,2020-11-10T06:00:00,45,995
AL292020,ETA,2020,2020-11-10T12:00:00,50,992
AL292020,ETA,2020,2020-11-10T18:00:00,50,992
AL292020,ETA,2020,2020-11-11T00:00:00,55,990
AL292020,ETA,2020,2020-11-11T06:00:00,60,987
AL292020,ETA,2020,2020-11-11T12:00:00,65,983
AL292020,ETA,2020,2020-11-11T18:00:00,60,990
AL292020,ETA,2020,2020-11-12T00:00:00,55,992
AL292020,ETA,2020,2020-11-12T06:00:00,50,994
AL292020,ETA,2020,2020-11-12T09:20:00,45,996
AL292020,ETA,2020,2020-11-12T12:00:00,40,1001
AL292020,ETA,2020,2020-11-12T18:00:00,35,1003
AL292020,ETA,2020,2020-11-13T00:00:00,40,1004
AL292020,ETA,2020,2020-11-13T06:00:00,40,1004
AL292020,ETA,2020,2020-11-13T12:00:00,40,1004
AL292020,ETA,2020,2020-11-13T18:00:00,40,1005
AL292020,ETA,2020,2020-11-14T00:00:00,35,1006
AL032021,CLAUDETTE,2021,2021-06-17T18:00:00,25,1008
AL032021,CLAUDETTE,2021,2021-06-18T00:00:00,30,1007
AL032021,CLAUDETTE,2021,2021-06-18T06:00:00,35,1007
AL032021,CLAUDETTE,2021,2021-06-18T12:00:00,35,1007
AL032021,CLAUDETTE,2021,2021-06-18T18:00:00,40,1006
AL032021,CLAUDETTE,2021,2021-06-19T00:00:00,40,1005
AL032021,CLAUDETTE,2021,2021-06-19T04:30:00,40,1003
AL032021,CLAUDETTE,2021,2021-06-19T06:00:00,40,1003
AL032021,CLAUDETTE,2021,2021-06-19T12:00:00,35,1004
AL032021,CLAUDETTE,2021,2021-06-19T18:00:00,30,1005
AL032021,CLAUDETTE,2021,2021-06-20T00:00:00,25,1005
AL032021,CLAUDETTE,2021,2021-06-20T06:00:00,25,1006
AL032021,CLAUDETTE,2021,2021-06-20T12:00:00,25,1007
AL032021,CLAUDETTE,2021,2021-06-20T18:00:00,25,1008
AL032021,CLAUDETTE,2021,2021-06-21T00:00:00,30,1007
AL032021,CLAUDETTE,2021,2021-06-21T06:00:00,40,1006
AL032021,CLAUDETTE,2021,2021-06-21T12:00:00,40,1005
AL032021,CLAUDETTE,2021,2021-06-21T18:00:00,40,1004
AL032021,CLAUDETTE,2021,2021-06-22T00:00:00,40,1004
AL032021,CLAUDETTE,2021,2021-06-22T06:00:00,40,1004
AL032021,CLAUDETTE,2021,2021-06-22T12:00:00,40,1004
AL032021,CLAUDETTE,2021,2021-06-22T18:00:00,40,1004
AL032021,CLAUDETTE,2021,2021-06-23T00:00:00,35,1004
AL052021,ELSA,2021,2021-06-30T18:00:00,30,1008
AL052021,ELSA,2021,2021-07-01T00:00:00,35,1007
AL052021,ELSA,2021,2021-07-01T06:00:00,35,1006
AL052021,ELSA,2021,2021-07-01T12:00:00,40,1005
AL052021,ELSA,2021,2021-07-01T18:00:00,45,1004
AL052021,ELSA,2021,2021-07-02T00:00:00,50,1002
AL052021,ELSA,2021,2021-07-02T06:00:00,55,1000
AL052021,ELSA,2021,2021-07-02T12:00:00,65,995
AL052021,ELSA,2021,2021-07-02T18:00:00,75,991
AL052021,ELSA,2021,2021-07-03T00:00:00,70,995
AL052021,ELSA,2021,2021-07-03T06:00:00,65,998
AL052021,ELSA,2021,2021-07-03T12:00:00,60,1000
AL052021,ELSA,2021,2021-07-03T18:00:00,60,1002
AL052021,ELSA,2021,2021-07-04T00:00:00,55,1004
AL052021,ELSA,2021,2021-07-04T06:00:00,55,1006
AL052021,ELSA,2021,2021-07-04T12:00:00,50,1007
AL052021,ELSA,2021,2021-07-04T18:00:00,50,1007
AL052021,ELSA,2021,2021-07-05T00:00:00,55,1005
AL052021,ELSA,2021,2021-07-05T06:00:00,55,1005
AL052021,ELSA,2021,2021-07-05T12:00:00,55,1005
AL052021,ELSA,2021,2021-07-05T18:00:00,55,1005
AL052021,ELSA,2021,2021-07-05T18:30:00,55,1005
AL052021,ELSA,2021,2021-07-06T00:00:00,50,1005
AL052021,ELSA,2021,2021-07-06T06:00:00,50,1005
AL052021,ELSA,2021,2021-07-06T12:00:00,55,1003
AL052021,ELSA,2021,2021-07-06T18:00:00,60,997
AL052021,ELSA,2021,2021-07-07T00:00:00,65,996
AL052021,ELSA,2021,2021-07-07T06:00:00,55,998
AL052021,ELSA,2021,2021-07-07T12:00:00,55,999
AL052021,ELSA,2021,2021-07-07T14:30:00,55,1000
AL052021,ELSA,2021,2021-07-07T18:00:00,45,1002
AL052021,ELSA,2021,2021-07-08T00:00:00,45,1005
AL052021,ELSA,2021,2021-07-08T06:00:00,40,1006
AL052021,ELSA,2021,2021-07-08T12:00:00,40,1006
AL052021,ELSA,2021,2021-07-08T18:00:00,45,1004
AL052021,ELSA,2021,2021-07-09T00:00:00,45,1003
AL052021,ELSA,2021,2021-07-09T06:00:00,50,1001
AL052021,ELSA,2021,2021-07-09T12:00:00,50,999
AL052021,ELSA,2021,2021-07-09T15:00:00,50,999
AL052021,ELSA,2021,2021-07-09T16:30:00,50,999
AL052021,ELSA,2021,2021-07-09T18:00:00,45,999
AL052021,ELSA,2021,2021-07-10T00:00:00,40,997
AL052021,ELSA,2021,2021-07-10T06:00:00,35,999
AL062021,FRED,2021,2021-08-09T18:00:00,30,1011
AL062021,FRED,2021,2021-08-10T00:00:00,30,1011
AL062021,FRED,2021,2021-08-10T06:00:00,30,1011
AL062021,FRED,2021,2021-08-10T12:00:00,30,1011
AL062021,FRED,2021,2021-08-10T18:00:00,30,1011
AL062021,FRED,2021,2021-08-11T00:00:00,35,1009
AL062021,FRED,2021,2021-08-11T06:00:00,35,1007
AL062021,FRED,2021,2021-08-11T12:00:00,40,1005
AL062021,FRED,2021,2021-08-11T17:00:00,40,1005
AL062021,FRED,2021,2021-08-11T18:00:00,35,1006
AL062021,FRED,2021,2021-08-12T00:00:00,30,1009
AL062021,FRED,2021,2021-08-12T06:00:00,30,1010
AL062021,FRED,2021,2021-08-12T12:00:00,30,1010
AL062021,FRED,2021,2021-08-12T18:00:00,30,1010
AL062021,FRED,2021,2021-08-13T00:00:00,35,1010
AL062021,FRED,2021,2021-08-13T06:00:00,35,1010
AL062021,FRED,2021,2021-08-13T12:00:00,30,1010
AL062021,FRED,2021,2021-08-13T18:00:00,30,1011
AL062021,FRED,2021,2021-08-14T00:00:00,30,1012
AL062021,FRED,2021,2021-08-14T06:00:00,30,1012
AL062021,FRED,2021,2021-08-14T12:00:00,30,1012
AL062021,FRED,2021,2021-08-14T18:00:00,30,1012
AL062021,FRED,2021,2021-08-15T00:00:00,35,1011
AL062021,FRED,2021,2021-08-15T06:00:00,35,1010
AL062021,FRED,2021,2021-08-15T12:00:00,35,1008
AL062021,FRED,2021,2021-08-15T18:00:00,40,1005
AL062021,FRED,2021,2021-08-16T00:00:00,50,999
AL062021,FRED,2021,2021-08-16T06:00:00,50,996
AL062021,FRED,2021,2021-08-16T12:00:00,50,993
AL062021,FRED,2021,2021-08-16T18:00:00,55,991
AL062021,FRED,2021,2021-08-16T19:00:00,55,991
AL062021,FRED,2021,2021-08-17T00:00:00,45,998
AL062021,FRED,2021,2021-08-17T06:00:00,35,1004
AL062021,FRED,2021,2021-08-17T12:00:00,25,1006
AL062021,FRED,2021,2021-08-17T18:00:00,25,1008
AL062021,FRED,2021,2021-08-18T00:00:00,25,1009
AL062021,FRED,2021,2021-08-18T06:00:00,20,1010
AL062021,FRED,2021,2021-08-18T12:00:00,20,1011
AL062021,FRED,2021,2021-08-18T18:00:00,20,1013
AL062021,FRED,2021,2021-08-19T00:00:00,20,1012
AL062021,FRED,2021,2021-08-19T06:00:00,20,1011
AL062021,FRED,2021,2021-08-19T12:00:00,20,1011
AL062021,FRED,2021,2021-08-19T18:00:00,25,1010
AL062021,FRED,2021,2021-08-20T00:00:00,25,1009
AL062021,FRED,2021,2021-08-20T06:00:00,25,1008
AL072021,GRACE,2021,2021-08-13T06:00:00,30,1010
AL072021,GRACE,2021,2021-08-13T12:00:00,30,1010
AL072021,GRACE,2021,2021-08-13T18:00:00,30,1010
AL072021,GRACE,2021,2021-08-14T00:00:00,30,1010
AL072021,GRACE,2021,2021-08-14T06:00:00,30,1010
AL072021,GRACE,2021,2021-08-14T12:00:00,35,1009
AL072021,GRACE,2021,2021-08-14T18:00:00,35,1009
AL072021,GRACE,2021,2021-08-15T00:00:00,30,1010
AL072021,GRACE,2021,2021-08-15T06:00:00,30,1010
AL072021,GRACE,2021,2021-08-15T12:00:00,30,1010
AL072021,GRACE,2021,2021-08-15T18:00:00,30,1011
AL072021,GRACE,2021,2021-08-16T00:00:00,30,1011
AL072021,GRACE,2021,2021-08-16T06:00:00,30,1010
AL072021,GRACE,2021,2021-08-16T12:00:00,35,1007
AL072021,GRACE,2021,2021-08-16T16:30:00,35,1007
AL072021,GRACE,2021,2021-08-16T18:00:00,35,1007
AL072021,GRACE,2021,2021-08-17T00:00:00,35,1006
AL072021,GRACE,2021,2021-08-17T06:00:00,40,1006
AL072021,GRACE,2021,2021-08-17T12:00:00,45,1005
AL072021,GRACE,2021,2021-08-17T14:00:00,50,1004
AL072021,GRACE,2021,2021-08-17T18:00:00,50,1003
AL072021,GRACE,2021,2021-08-18T00:00:00,50,1000
AL072021,GRACE,2021,2021-08-18T06:00:00,55,998
AL072021,GRACE,2021,2021-08-18T12:00:00,65,993
AL072021,GRACE,2021,2021-08-18T18:00:00,70,990
AL072021,GRACE,2021,2021-08-19T00:00:00,70,988
AL072021,GRACE,2021,2021-08-19T06:00:00,70,985
AL072021,GRACE,2021,2021-08-19T09:45:00,75,978
AL072021,GRACE,2021,2021-08-19T12:00:00,60,994
AL072021,GRACE,2021,2021-08-19T18:00:00,45,998
AL072021,GRACE,2021,2021-08-20T00:00:00,55,994
AL072021,GRACE,2021,2021-08-20T06:00:00,60,991
AL072021,GRACE,2021,2021-08-20T12:00:00,75,982
AL072021,GRACE,2021,2021-08-20T18:00:00,85,975
AL072021,GRACE,2021,2021-08-21T00:00:00,105,967
AL072021,GRACE,2021,2021-08-21T05:30:00,105,967
AL072021,GRACE,2021,2021-08-21T06:00:00,100,969
AL072021,GRACE,2021,2021-08-21T12:00:00,60,988
AL092021,IDA,2021,2021-08-26T12:00:00,30,1006
AL092021,IDA,2021,2021-08-26T18:00:00,35,1006
AL092021,IDA,2021,2021-08-27T00:00:00,40,1004
AL092021,IDA,2021,2021-08-27T06:00:00,45,1002
AL092021,IDA,2021,2021-08-27T12:00:00,55,996
AL092021,IDA,2021,2021-08-27T18:00:00,70,987
AL092021,IDA,2021,2021-08-27T23:25:00,70,988
AL092021,IDA,2021,2021-08-28T00:00:00,70,989
AL092021,IDA,2021,2021-08-28T06:00:00,70,987
AL092021,IDA,2021,2021-08-28T12:00:00,70,986
AL092021,IDA,2021,2021-08-28T18:00:00,80,976
AL092021,IDA,2021,2021-08-29T00:00:00,90,967
AL092021,IDA,2021,2021-08-29T06:00:00,115,950
AL092021,IDA,2021,2021-08-29T12:00:00,130,929
AL092021,IDA,2021,2021-08-29T16:55:00,130,931
AL092021,IDA,2021,2021-08-29T18:00:00,125,932
AL092021,IDA,2021,2021-08-30T00:00:00,105,944
AL092021,IDA,2021,2021-08-30T06:00:00,65,978
AL092021,IDA,2021,2021-08-30T12:00:00,40,992
AL092021,IDA,2021,2021-08-30T18:00:00,35,996
AL092021,IDA,2021,2021-08-31T00:00:00,30,996
AL092021,IDA,2021,2021-08-31T06:00:00,25,996
AL092021,IDA,2021,2021-08-31T12:00:00,25,996
AL092021,IDA,2021,2021-08-31T18:00:00,20,999
AL092021,IDA,2021,2021-09-01T00:00:00,20,1000
AL092021,IDA,2021,2021-09-01T06:00:00,20,1000
AL092021,IDA,2021,2021-09-01T12:00:00,25,1000
AL092021,IDA,2021,2021-09-01T18:00:00,30,999
AL092021,IDA,2021,2021-09-02T00:00:00,35,997
AL092021,IDA,2021,2021-09-02T06:00:00,40,997
AL092021,IDA,2021,2021-09-02T12:00:00,40,997
AL092021,IDA,2021,2021-09-02T18:00:00,40,996
AL092021,IDA,2021,2021-09-03T00:00:00,40,995
AL092021,IDA,2021,2021-09-03T06:00:00,45,992
AL092021,IDA,2021,2021-09-03T12:00:00,45,991
AL092021,IDA,2021,2021-09-03T18:00:00,45,992
AL092021,IDA,2021,2021-09-04T00:00:00,45,992
AL092021,IDA,2021,2021-09-04T06:00:00,40,992
AL092021,IDA,2021,2021-09-04T12:00:00,35,996
AL092021,IDA,2021,2021-09-04T18:00:00,30,999
AL132021,MINDY,2021,2021-09-08T18:00:00,35,1006
AL132021,MINDY,2021,2021-09-09T00:00:00,45,1001
AL132021,MINDY,2021,2021-09-09T01:15:00,50,1000
AL132021,MINDY,2021,2021-09-09T06:00:00,35,1001
AL132021,MINDY,2021,2021-09-09T12:00:00,30,1005
AL132021,MINDY,2021,2021-09-09T18:00:00,30,1005
AL132021,MINDY,2021,2021-09-10T00:00:00,30,1005
AL132021,MINDY,2021,2021-09-10T06:00:00,30,1005
AL132021,MINDY,2021,2021-09-10T12:00:00,30,1005
AL132021,MINDY,2021,2021-09-10T18:00:00,30,1006
AL142021,NICHOLAS,2021,2021-09-12T12:00:00,35,1008
AL142021,NICHOLAS,2021,2021-09-12T18:00:00,35,1008
AL142021,NICHOLAS,2021,2021-09-13T00:00:00,40,1007
AL142021,NICHOLAS,2021,2021-09-13T06:00:00,50,1001
AL142021,NICHOLAS,2021,2021-09-13T12:00:00,50,1000
AL142021,NICHOLAS,2021,2021-09-13T18:00:00,55,998
AL142021,NICHOLAS,2021,2021-09-14T00:00:00,65,988
AL142021,NICHOLAS,2021,2021-09-14T05:30:00,65,991
AL142021,NICHOLAS,2021,2021-09-14T06:00:00,65,991
AL142021,NICHOLAS,2021,2021-09-14T12:00:00,50,999
AL142021,NICHOLAS,2021,2021-09-14T18:00:00,35,1003
AL142021,NICHOLAS,2021,2021-09-15T00:00:00,30,1003
AL142021,NICHOLAS,2021,2021-09-15T06:00:00,30,1004
AL142021,NICHOLAS,2021,2021-09-15T12:00:00,25,1006
AL142021,NICHOLAS,2021,2021-09-15T18:00:00,25,1006
AL142021,NICHOLAS,2021,2021-09-16T00:00:00,25,1006
AL142021,NICHOLAS,2021,2021-09-16T06:00:00,20,1007
AL142021,NICHOLAS,2021,2021-09-16T12:00:00,20,1007
AL142021,NICHOLAS,2021,2021-09-16T18:00:00,20,1009
AL142021,NICHOLAS,2021,2021-09-17T00:00:00,15,1009
AL142021,NICHOLAS,2021,2021-09-17T06:00:00,15,1010
AL092022,IAN,2022,2022-09-22T18:00:00,30,1006
AL092022,IAN,2022,2022-09-23T00:00:00,30,1006
AL092022,IAN,2022,2022-09-23T06:00:00,30,1006
AL092022,IAN,2022,2022-09-23T12:00:00,30,1006
AL092022,IAN,2022,2022-09-23T18:00:00,30,1006
AL092022,IAN,2022,2022-09-24T00:00:00,35,1005
AL092022,IAN,2022,2022-09-24T06:00:00,35,1005
AL092022,IAN,2022,2022-09-24T12:00:00,40,1003
AL092022,IAN,2022,2022-09-24T18:00:00,40,1003
AL092022,IAN,2022,2022-09-25T00:00:00,40,1003
AL092022,IAN,2022,2022-09-25T06:00:00,40,1003
AL092022,IAN,2022,2022-09-25T12:00:00,40,1003
AL092022,IAN,2022,2022-09-25T18:00:00,40,1003
AL092022,IAN,2022,2022-09-26T00:00:00,50,991
AL092022,IAN,2022,2022-09-26T06:00:00,65,985
AL092022,IAN,2022,2022-09-26T12:00:00,70,981
AL092022,IAN,2022,2022-09-26T18:00:00,80,976
AL092022,IAN,2022,2022-09-27T00:00:00,85,965
AL092022,IAN,2022,2022-09-27T06:00:00,100,956
AL092022,IAN,2022,2022-09-27T08:30:00,110,947
AL092022,IAN,2022,2022-09-27T12:00:00,100,963
AL092022,IAN,2022,2022-09-27T18:00:00,105,951
AL092022,IAN,2022,2022-09-28T00:00:00,105,947
AL092022,IAN,2022,2022-09-28T02:00:00,110,952
AL092022,IAN,2022,2022-09-28T06:00:00,120,945
AL092022,IAN,2022,2022-09-28T12:00:00,140,937
AL092022,IAN,2022,2022-09-28T18:00:00,135,938
AL092022,IAN,2022,2022-09-28T19:05:00,130,941
AL092022,IAN,2022,2022-09-28T20:35:00,125,945
AL092022,IAN,2022,2022-09-29T00:00:00,100,960
AL092022,IAN,2022,2022-09-29T06:00:00,65,985
AL092022,IAN,2022,2022-09-29T12:00:00,60,987
AL092022,IAN,2022,2022-09-29T18:00:00,65,986
AL092022,IAN,2022,2022-09-30T00:00:00,70,986
AL092022,IAN,2022,2022-09-30T06:00:00,75,984
AL092022,IAN,2022,2022-09-30T12:00:00,75,980
AL092022,IAN,2022,2022-09-30T18:00:00,70,978
AL092022,IAN,2022,2022-09-30T18:05:00,70,978
AL092022,IAN,2022,2022-10-01T00:00:00,50,990
AL092022,IAN,2022,2022-10-01T06:00:00,30,999
AL142022,KARL,2022,2022-10-11T12:00:00,30,1007
AL142022,KARL,2022,2022-10-11T18:00:00,35,1006
AL142022,KARL,2022,2022-10-12T00:00:00,35,1005
AL142022,KARL,2022,2022-10-12T06:00:00,35,1004
AL142022,KARL,2022,2022-10-12T12:00:00,40,1002
AL142022,KARL,2022,2022-10-12T18:00:00,50,1000
AL142022,KARL,2022,2022-10-13T00:00:00,50,1000
AL142022,KARL,2022,2022-10-13T06:00:00,45,1000
AL142022,KARL,2022,2022-10-13T12:00:00,45,1000
AL142022,KARL,2022,2022-10-13T18:00:00,40,999
AL142022,KARL,2022,2022-10-14T00:00:00,40,998
AL142022,KARL,2022,2022-10-14T06:00:00,35,997
AL142022,KARL,2022,2022-10-14T12:00:00,35,997
AL142022,KARL,2022,2022-10-14T18:00:00,35,999
AL142022,KARL,2022,2022-10-15T00:00:00,30,1004
AL142022,KARL,2022,2022-10-15T06:00:00,25,1007
AL142022,KARL,2022,2022-10-15T12:00:00,20,1009
AL142022,KARL,2022,2022-10-15T18:00:00,20,1010
AL022023,ARLENE,2023,2023-05-31T18:00:00,20,1009
AL022023,ARLENE,2023,2023-06-01T00:00:00,20,1008
AL022023,ARLENE,2023,2023-06-01T06:00:00,25,1008
AL022023,ARLENE,2023,2023-06-01T12:00:00,30,1007
AL022023,ARLENE,2023,2023-06-01T18:00:00,30,1007
AL022023,ARLENE,2023,2023-06-02T00:00:00,30,1006
AL022023,ARLENE,2023,2023-06-02T06:00:00,35,1004
AL022023,ARLENE,2023,2023-06-02T12:00:00,35,1002
AL022023,ARLENE,2023,2023-06-02T18:00:00,35,1000
AL022023,ARLENE,2023,2023-06-03T00:00:00,35,998
AL022023,ARLENE,2023,2023-06-03T06:00:00,30,999
AL022023,ARLENE,2023,2023-06-03T12:00:00,25,1000
AL022023,ARLENE,2023,2023-06-03T18:00:00,25,1001
AL022023,ARLENE,2023,2023-06-04T00:00:00,25,1002
AL022023,ARLENE,2023,2023-06-04T06:00:00,25,1002
AL102023,IDALIA,2023,2023-08-26T12:00:00,25,1006
AL102023,IDALIA,2023,2023-08-26T18:00:00,25,1006
AL102023,IDALIA,2023,2023-08-27T00:00:00,30,1004
AL102023,IDALIA,2023,2023-08-27T06:00:00,30,1002
AL102023,IDALIA,2023,2023-08-27T12:00:00,35,999
AL102023,IDALIA,2023,2023-08-27T18:00:00,40,996
AL102023,IDALIA,2023,2023-08-28T00:00:00,45,992
AL102023,IDALIA,2023,2023-08-28T06:00:00,55,989
AL102023,IDALIA,2023,2023-08-28T12:00:00,55,989
AL102023,IDALIA,2023,2023-08-28T18:00:00,60,986
AL102023,IDALIA,2023,2023-08-29T00:00:00,60,984
AL102023,IDALIA,2023,2023-08-29T06:00:00,65,981
AL102023,IDALIA,2023,2023-08-29T12:00:00,70,978
AL102023,IDALIA,2023,2023-08-29T18:00:00,80,973
AL102023,IDALIA,2023,2023-08-30T00:00:00,90,965
AL102023,IDALIA,2023,2023-08-30T06:00:00,105,945
AL102023,IDALIA,2023,2023-08-30T09:00:00,115,942
AL102023,IDALIA,2023,2023-08-30T11:45:00,100,950
AL102023,IDALIA,2023,2023-08-30T12:00:00,100,954
AL102023,IDALIA,2023,2023-08-30T18:00:00,60,981
AL102023,IDALIA,2023,2023-08-31T00:00:00,50,985
AL102023,IDALIA,2023,2023-08-31T06:00:00,50,990
AL102023,IDALIA,2023,2023-08-31T12:00:00,55,990
AL102023,IDALIA,2023,2023-08-31T18:00:00,55,993
AL102023,IDALIA,2023,2023-09-01T00:00:00,55,996
AL102023,IDALIA,2023,2023-09-01T06:00:00,50,997
AL102023,IDALIA,2023,2023-09-01T12:00:00,50,998
AL102023,IDALIA,2023,2023-09-01T18:00:00,50,999
AL102023,IDALIA,2023,2023-09-02T00:00:00,50,999
AL102023,IDALIA,2023,2023-09-02T06:00:00,50,999
AL102023,IDALIA,2023,2023-09-02T12:00:00,50,998
AL102023,IDALIA,2023,2023-09-02T18:00:00,50,997
AL102023,IDALIA,2023,2023-09-03T00:00:00,50,996
AL102023,IDALIA,2023,2023-09-03T06:00:00,50,994
AL102023,IDALIA,2023,2023-09-03T12:00:00,50,992
AL102023,IDALIA,2023,2023-09-03T18:00:00,55,990
AL102023,IDALIA,2023,2023-09-04T00:00:00,60,988
AL102023,IDALIA,2023,2023-09-04T06:00:00,60,985
AL102023,IDALIA,2023,2023-09-04T12:00:00,55,985
AL102023,IDALIA,2023,2023-09-04T18:00:00,55,986
AL102023,IDALIA,2023,2023-09-05T00:00:00,50,986
AL102023,IDALIA,2023,2023-09-05T06:00:00,50,986
AL102023,IDALIA,2023,2023-09-05T12:00:00,45,986
AL102023,IDALIA,2023,2023-09-05T18:00:00,40,987
AL102023,IDALIA,2023,2023-09-06T00:00:00,35,988
AL102023,IDALIA,2023,2023-09-06T06:00:00,35,991
AL102023,IDALIA,2023,2023-09-06T12:00:00,35,992
AL102023,IDALIA,2023,2023-09-06T18:00:00,35,994
